ARGA MAKMUR,21309
GIRI MULYA,21339
INGIN JAYA,2134
PADANG JAYA,21345
LAIS,21356
BATIK NAU,21380
KETAHUN,21396
NAPAL PUTIH,21417
PUTRI HIJAU,21436
AIR BESI,21456
AIR NAPAL,21474
KINAL,21493
TANJUNG KEMUNING,21508
KAUR UTARA,21529
KAUR TENGAH,21541
KAUR SELATAN,21551
MAJE,21571
NASAL,21591
SEMIDANG GUMAY,21609
KELAM TENGAH,21623
LUAS,21637
MUARA SAHUNG,21649
TETAP,21657
LUNGKANG KULE,21670
PADANG GUCI HILIR,21680
PADANG GUCI HULU,21690
SUKARAJA,21703
SELUMA,21722
TALO,21730
SEMIDANG ALAS,21745
SEMIDANG ALAS MARAS,21766
AIR PERIUKAN,21787
LUBUK SANDI,21800
SELUMA BARAT,21813
SELUMA TIMUR,21822
SELUMA UTARA,21831
SELUMA SELATAN,21840
KUTA BARO,2185
TALO KECIL,21852
ULU TALO,21862
ILIR TALO,21872
LUBUK PINANG,21886
KOTA MUKOMUKO,21894
TERAS TERUNJAM,21904
PONDOK SUGUH,21913
IPUH,21925
MALIN DEMAN,21942
AIR RAMI,21950
TERAMANG JAYA,21963
SELAGAN RAYA,21977
PENARIK,21990
XIV KOTO,22005
V KOTO,22014
AIR MAJUNTO,22025
AIR DIKIT,22034
SUNGAI RUMBAI,22042
RIMBO PENGADANG,22053
LEBONG SELATAN,22063
LEBONG TENGAH,22080
LEBONG ATAS,22093
LEBONG UTARA,22106
BERMANI ILIR,22136
UJAN MAS,22154
TEBAT KARAI,22172
KEPAHIANG,22187
LABUHAN HAJI BARAT,222
MERIGI,22206
KEBAWETAN,22215
SEBERANG MUSI,22230
MUARA KEMUMU,22241
SELEBAR,22253
GADING CEMPAKA,22260
TELUK SEGARA,22272
MUARA BANGKA HULU,22286
KAMPUNG MELAYU,22294
RATU AGUNG,22301
RATU SAMBAN,22310
SUNGAI SERUT,22320
DARUSSALAM,2233
PRINGSEWU,22330
GADING REJO,22344
AMBARAWA,22360
PARDASUKA,22368
PAGELARAN,22381
BANYUMAS,22406
ADILUWIH,22416
SUKOHARJO,22425
MESUJI,22440
MESUJI TIMUR,22450
RAWA JITU UTARA,22464
WAY SERDANG,22476
SIMPANG PEMATANG,22490
PANCA JAYA,22500
TANJUNG RAYA,22508
TULANG BAWANG TENGAH,22523
TULANG BAWANG UDIK,22538
GUNUNG TERANG,22548
LAMBU KIBANG,22560
TUMIJAJAR,22569
PAGAR DEWA,22581
GUNUNG AGUNG,22587
WAY KENANGA,22598
NATAR,22606
TANJUNG BINTANG,22629
PULO ACEH,2263
KALIANDA,22646
SIDOMULYO,22674
KATIBUNG,22690
PENENGAHAN,22704
PALAS,22727
JATI AGUNG,22749
KETAPANG,22771
SRAGI,22788
RAJA BASA,22799
LMB. SEULAWAH,2281
CANDIPURO,22815
MERBAU MATARAM,22830
BAKAUHENI,22846
TANJUNG SARI,22852
WAY SULAN,22861
WAY PANJI,22870
KALIREJO,22876
BANGUN REJO,22890
PADANG RATU,22906
GUNUNG SUGIH,22921
TRIMURJO,22937
KOTA JANTHO,2294
